age,educ_level,marital_status,occupation_name,race,sex,workclass,capital_gain,hours_week,over_50k,origin_c_income
35,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,60,1,US
53,some_hs,Divorced,Transport-moving,White,Male,Private,0,40,0,High Income
54,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,3103,40,1,High Income
43,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
30,some_college,Never-married,Craft-repair,White,Male,Private,0,40,0,US
49,some_college,Divorced,Exec-managerial,White,Male,Private,3325,50,0,US
52,doctorate,Married-civ-spouse,Exec-managerial,White,Male,Private,0,57,1,US
20,some_college,Never-married,Adm-clerical,White,Female,Private,0,4,0,US
60,hs_grad,Married-civ-spouse,Tech-support,White,Male,Federal-gov,-1977,40,1,US
45,assoc_prof,Divorced,Machine-op-inspct,White,Male,Private,0,40,0,US
48,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,7298,60,1,US
28,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,60,1,US
61,assoc_prof,Married-civ-spouse,,White,Male,,0,40,1,US
48,some_college,Married-civ-spouse,Exec-managerial,White,Male,Local-gov,0,40,0,US
32,some_college,Married-civ-spouse,Tech-support,White,Male,Private,0,45,0,US
27,hs_grad,Never-married,Craft-repair,White,Male,Self-emp-not-inc,0,30,0,US
38,college_grad,Married-civ-spouse,Other-service,White,Male,Private,0,35,0,High Income
33,no_hs,Married-spouse-absent,Transport-moving,Other,Male,Private,0,20,0,Upper Middle Income
43,masters,Divorced,Exec-managerial,White,Female,Private,0,50,1,US
36,hs_grad,Separated,Transport-moving,White,Male,Private,0,60,0,High Income
38,some_hs,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
24,hs_grad,Never-married,Tech-support,White,Female,Local-gov,0,40,0,US
22,some_hs,Never-married,Craft-repair,White,Male,Private,0,40,0,US
30,college_grad,Never-married,Other-service,White,Male,Private,0,40,0,US
55,masters,Married-civ-spouse,,White,Male,,0,40,1,US
46,assoc_prof,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,15024,55,1,US
39,hs_grad,Married-civ-spouse,Protective-serv,White,Male,State-gov,0,50,0,US
50,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,-1485,40,0,US
34,Assoc-voc,Married-spouse-absent,Adm-clerical,White,Female,Private,-974,40,0,US
47,college_grad,Married-civ-spouse,Prof-specialty,White,Male,State-gov,0,60,1,US
46,hs_grad,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
23,hs_grad,Never-married,,White,Male,,0,60,0,US
43,some_college,Divorced,Tech-support,White,Female,Private,-1617,72,0,US
45,hs_grad,Divorced,Machine-op-inspct,White,Male,Private,0,40,0,US
55,college_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
68,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,8,0,US
39,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
39,hs_grad,Divorced,Farming-fishing,White,Female,Private,0,40,0,US
37,college_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
19,some_college,Never-married,Transport-moving,White,Male,Private,0,40,0,US
20,some_hs,Never-married,Craft-repair,White,Male,Private,0,20,0,US
49,Assoc-voc,Married-spouse-absent,,White,Female,,0,40,0,US
33,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
21,hs_grad,Never-married,Other-service,White,Male,Private,0,35,0,US
72,college_grad,Married-civ-spouse,,White,Male,,0,3,0,US
58,masters,Widowed,Prof-specialty,White,Male,Local-gov,0,35,1,US
43,hs_grad,Never-married,Exec-managerial,Black,Male,Self-emp-inc,0,55,0,US
62,some_hs,Separated,Other-service,Black,Female,Private,0,21,0,US
21,some_college,Never-married,Farming-fishing,White,Male,Private,0,20,0,US
26,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,60,0,US
27,some_hs,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
34,some_college,Married-civ-spouse,Prof-specialty,White,Male,Private,-1902,38,1,US
49,hs_grad,Divorced,Other-service,White,Female,Local-gov,0,40,0,US
28,hs_grad,Never-married,Prof-specialty,White,Female,Private,0,40,0,US
34,college_grad,Married-civ-spouse,Prof-specialty,Black,Male,Self-emp-not-inc,-1887,48,1,US
29,some_college,Married-civ-spouse,Adm-clerical,White,Female,Private,0,40,1,US
58,some_hs,Married-civ-spouse,Transport-moving,White,Male,Private,0,50,1,US
45,hs_grad,Divorced,Exec-managerial,White,Female,Self-emp-inc,0,40,0,US
47,college_grad,Never-married,Craft-repair,White,Female,Self-emp-not-inc,0,40,0,US
53,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
52,some_hs,Married-civ-spouse,Craft-repair,White,Male,Local-gov,5013,40,0,US
47,some_hs,Divorced,Other-service,White,Female,Private,0,15,0,US
36,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Local-gov,-1887,40,1,US
48,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,7688,65,1,US
35,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,1,US
49,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,-1902,50,1,US
43,some_college,Married-civ-spouse,Transport-moving,White,Male,Private,0,45,0,US
33,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,50,1,High Income
49,assoc_prof,Married-civ-spouse,Adm-clerical,White,Male,Local-gov,0,40,0,US
17,some_hs,Never-married,Other-service,White,Male,Private,0,20,0,Upper Middle Income
28,some_college,Divorced,,White,Female,,0,30,0,US
25,college_grad,Never-married,Tech-support,White,Male,Private,0,40,0,US
69,some_hs,Married-civ-spouse,,White,Male,,0,20,0,US
41,Assoc-voc,Divorced,Sales,White,Male,Self-emp-not-inc,0,60,0,US
31,college_grad,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,1,US
57,masters,Divorced,Exec-managerial,White,Male,Private,0,40,1,US
49,some_college,Married-civ-spouse,Prof-specialty,White,Male,Private,-1848,44,1,US
40,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,1,US
55,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,Private,-1977,50,1,High Income
47,some_college,Divorced,Exec-managerial,White,Male,Private,0,60,0,US
50,some_hs,Divorced,Transport-moving,White,Male,Private,0,40,0,US
36,college_grad,Never-married,Prof-specialty,White,Male,Private,0,50,0,US
17,some_hs,Never-married,Handlers-cleaners,White,Male,Private,0,25,0,US
30,hs_grad,Married-civ-spouse,Protective-serv,White,Male,Local-gov,0,40,1,US
79,hs_grad,Married-civ-spouse,,White,Male,,0,40,0,US
42,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,1,US
67,hs_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,50,0,US
36,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,45,1,US
35,masters,Married-civ-spouse,Exec-managerial,White,Male,Private,0,50,1,US
27,college_grad,Never-married,Prof-specialty,White,Female,Private,0,40,0,US
21,no_hs,Never-married,Machine-op-inspct,White,Male,Private,0,40,0,US
46,hs_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,0,US
45,college_grad,Married-civ-spouse,Sales,White,Male,Private,-1902,45,1,US
20,some_hs,Never-married,Tech-support,White,Male,Private,0,40,0,US
17,some_hs,Never-married,Other-service,White,Male,Private,0,20,0,US
40,some_college,Divorced,Other-service,Black,Male,Private,4787,50,1,US
28,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,1,US
33,some_hs,Never-married,Craft-repair,White,Male,Private,0,40,0,US
55,hs_grad,Divorced,Sales,White,Female,Private,0,40,0,US
55,some_college,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,50,0,US
47,hs_grad,Separated,Craft-repair,Black,Female,Private,0,40,0,US
52,masters,Married-civ-spouse,Prof-specialty,White,Male,Self-emp-inc,15024,60,1,US
29,some_college,Never-married,Sales,White,Female,Private,0,40,0,US
36,no_hs,Never-married,Other-service,White,Male,Private,0,35,0,US
37,college_grad,Separated,Other-service,White,Male,Private,0,70,0,High Income
41,hs_grad,Never-married,Adm-clerical,White,Female,Federal-gov,-1980,40,0,US
43,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,48,1,US
24,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Private,2105,50,0,US
39,college_grad,Never-married,Prof-specialty,White,Female,Federal-gov,0,60,0,US
47,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,0,50,0,US
42,hs_grad,Divorced,Exec-managerial,White,Female,Private,0,45,0,US
39,hs_grad,Never-married,Craft-repair,White,Male,Private,-2258,42,1,US
48,college_grad,Divorced,Prof-specialty,White,Female,Local-gov,0,60,0,US
47,masters,Married-civ-spouse,Exec-managerial,Black,Male,Local-gov,-1977,50,1,US
27,some_hs,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,40,0,US
29,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,High Income
22,Assoc-voc,Never-married,Other-service,White,Female,Private,0,30,0,US
37,hs_grad,Separated,Craft-repair,White,Male,State-gov,0,44,0,US
38,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,60,0,US
32,no_ms,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,Private,4508,40,0,Lower Middle Income
48,masters,Divorced,Prof-specialty,White,Female,Local-gov,0,80,0,US
46,hs_grad,Married-civ-spouse,Exec-managerial,White,Female,Self-emp-not-inc,0,50,0,US
51,hs_grad,Never-married,Other-service,Black,Female,Private,0,38,0,US
28,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,5013,55,0,US
35,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,0,US
18,some_hs,Never-married,Craft-repair,White,Male,Private,0,30,0,US
45,hs_grad,Separated,Craft-repair,Black,Female,Private,0,40,0,US
36,hs_grad,Never-married,Transport-moving,White,Male,Self-emp-not-inc,0,40,0,US
73,some_college,Widowed,Priv-house-serv,White,Female,Private,0,10,0,US
52,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,0,US
17,some_hs,Never-married,Other-service,White,Female,Private,0,40,0,US
29,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Federal-gov,0,40,1,US
31,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,0,40,1,
20,some_college,Never-married,Farming-fishing,White,Male,Private,0,10,0,US
42,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,5178,40,1,US
37,some_college,Separated,Other-service,White,Female,Private,0,40,0,US
40,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
32,assoc_prof,Married-civ-spouse,Adm-clerical,White,Male,Private,0,45,1,US
29,masters,Married-civ-spouse,Prof-specialty,White,Male,Private,0,55,1,US
20,some_college,Never-married,Machine-op-inspct,White,Female,Private,0,40,0,US
26,some_hs,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,1,US
25,college_grad,Never-married,Prof-specialty,White,Male,Private,3674,30,0,US
37,hs_grad,Married-civ-spouse,Tech-support,White,Male,Private,0,80,1,US
18,some_hs,Never-married,,White,Female,,0,24,0,US
33,some_college,Married-civ-spouse,,White,Female,,0,50,0,US
26,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,High Income
24,hs_grad,Never-married,Sales,White,Female,Private,0,30,0,US
33,hs_grad,Married-civ-spouse,Other-service,White,Female,Private,0,25,0,US
23,hs_grad,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,Private,0,40,0,US
20,some_hs,Never-married,,Black,Male,,0,40,0,US
36,some_college,Never-married,Sales,White,Male,Private,0,50,0,US
37,college_grad,Widowed,Prof-specialty,White,Female,Private,0,50,0,US
24,Assoc-voc,Never-married,Machine-op-inspct,White,Male,Private,0,35,0,US
38,assoc_prof,Married-civ-spouse,Craft-repair,White,Male,Private,0,50,1,US
50,college_grad,Divorced,Prof-specialty,White,Female,Private,0,45,0,US
44,some_hs,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,1,US
46,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,-1887,40,1,US
57,some_college,Never-married,Craft-repair,Black,Female,Private,0,40,0,US
37,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,70,0,US
44,hs_grad,Divorced,Machine-op-inspct,White,Male,Private,0,55,0,US
21,some_college,Never-married,Other-service,White,Female,Private,0,30,0,US
31,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
32,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,Private,7298,42,1,US
45,hs_grad,Married-spouse-absent,Other-service,Black,Female,Private,0,60,1,US
20,hs_grad,Never-married,Handlers-cleaners,White,Male,Local-gov,0,40,0,US
52,hs_grad,Separated,Priv-house-serv,White,Female,Private,0,50,0,US
47,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,0,25,0,US
41,some_college,Married-civ-spouse,Adm-clerical,White,Female,Private,0,40,0,US
40,some_college,Married-civ-spouse,Sales,White,Male,Private,0,60,1,US
41,college_grad,Married-civ-spouse,Prof-specialty,White,Female,State-gov,0,40,1,US
46,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,-1902,50,1,US
49,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Female,Private,0,40,0,US
65,some_college,Divorced,Adm-clerical,White,Female,Private,0,40,0,
50,hs_grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,Private,0,40,0,Middle Income
59,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,1,US
18,some_college,Never-married,Adm-clerical,White,Female,Private,0,25,0,US
47,masters,Married-civ-spouse,Prof-specialty,White,Male,Local-gov,7688,45,1,US
47,hs_grad,Married-civ-spouse,,White,Male,,5178,30,1,High Income
45,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,45,1,US
17,some_hs,Never-married,Sales,White,Female,Private,0,40,0,US
45,hs_grad,Married-civ-spouse,Sales,White,Male,Self-emp-inc,0,32,1,US
73,some_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
48,some_hs,Married-civ-spouse,Machine-op-inspct,Black,Male,Private,0,40,0,US
64,hs_grad,Married-civ-spouse,,White,Female,,0,20,0,US
38,assoc_prof,Never-married,Exec-managerial,White,Male,State-gov,0,60,0,US
37,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Federal-gov,0,50,1,US
62,hs_grad,Married-civ-spouse,Exec-managerial,Black,Male,Self-emp-inc,20051,72,1,US
26,hs_grad,Never-married,Adm-clerical,Black,Male,Private,0,40,0,US
46,masters,Married-civ-spouse,Exec-managerial,White,Female,Self-emp-inc,0,50,1,US
46,masters,Married-civ-spouse,Tech-support,White,Male,Private,-1977,40,1,US
51,hs_grad,Divorced,Adm-clerical,White,Female,Private,4787,24,1,US
54,some_college,Divorced,Adm-clerical,White,Female,Federal-gov,0,40,0,US
65,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,0,US
29,assoc_prof,Married-civ-spouse,Craft-repair,White,Male,Private,0,45,0,US
37,hs_grad,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,US
36,doctorate,Separated,Prof-specialty,White,Female,Self-emp-not-inc,0,10,0,High Income
60,hs_grad,Divorced,Craft-repair,White,Male,Self-emp-not-inc,0,50,1,US
33,college_grad,Never-married,Handlers-cleaners,White,Male,Private,-2001,40,0,US
62,hs_grad,Widowed,Adm-clerical,White,Female,Private,0,20,0,High Income
20,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
37,hs_grad,Never-married,Tech-support,White,Female,Private,14084,35,1,US
66,masters,Married-civ-spouse,Prof-specialty,White,Male,Private,2936,20,0,US
32,assoc_prof,Never-married,,White,Male,,0,20,0,US
29,some_college,Married-civ-spouse,Adm-clerical,White,Male,State-gov,0,40,0,US
70,some_college,Married-civ-spouse,Sales,White,Male,Self-emp-inc,10566,40,0,US
74,hs_grad,Married-civ-spouse,Other-service,White,Male,Private,0,15,0,US
37,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Local-gov,0,40,0,
51,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,40,0,US
50,some_college,Married-civ-spouse,Transport-moving,White,Male,Private,0,50,0,US
42,hs_grad,Never-married,Sales,White,Male,Private,0,60,1,US
26,college_grad,Never-married,Prof-specialty,White,Male,Private,0,70,0,US
27,some_college,Never-married,Protective-serv,White,Male,Local-gov,-2231,40,1,US
58,hs_grad,Divorced,Exec-managerial,White,Male,Self-emp-not-inc,0,70,0,US
30,some_college,Separated,,White,Male,,0,60,0,US
32,college_grad,Never-married,Prof-specialty,White,Male,Private,-1876,50,0,US
66,hs_grad,Married-civ-spouse,Sales,White,Male,Self-emp-inc,-1825,10,1,US
23,some_college,Never-married,Sales,White,Male,Private,0,45,0,US
35,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,44,0,US
50,college_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,50,0,US
17,some_hs,Never-married,,White,Female,,0,40,0,US
35,hs_grad,Divorced,Craft-repair,White,Female,Private,0,48,0,US
31,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,50,0,US
30,some_hs,Never-married,Handlers-cleaners,White,Male,Private,0,49,0,US
84,some_college,Married-civ-spouse,Sales,White,Male,Self-emp-inc,0,35,1,US
35,hs_grad,Never-married,Craft-repair,Black,Male,Self-emp-not-inc,0,40,0,US
45,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,50,1,US
46,hs_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
50,some_college,Married-civ-spouse,Farming-fishing,White,Male,Local-gov,0,40,0,High Income
37,some_hs,Never-married,Machine-op-inspct,White,Male,Private,0,40,0,US
32,hs_grad,Divorced,Other-service,White,Female,Private,0,40,0,US
53,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,-1902,48,1,US
27,some_college,Married-civ-spouse,Tech-support,White,Male,Federal-gov,0,40,1,US
22,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
29,college_grad,Married-civ-spouse,Tech-support,White,Male,Private,0,40,0,US
35,hs_grad,Married-civ-spouse,Sales,White,Male,Private,0,44,0,US
38,some_college,Married-civ-spouse,Handlers-cleaners,White,Female,Private,0,35,0,US
29,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Private,0,40,0,US
26,some_college,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,Private,0,44,0,Middle Income
34,assoc_prof,Never-married,Prof-specialty,Asian-Pac-Islander,Female,Private,0,40,0,US
31,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
30,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,-2051,40,0,US
20,some_college,Never-married,Other-service,White,Male,Private,0,40,0,US
37,masters,Divorced,Prof-specialty,White,Male,Private,0,48,0,US
32,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,0,20,0,US
36,assoc_prof,Divorced,Sales,White,Female,Private,0,40,0,US
54,masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Private,7298,40,1,Lower Middle Income
78,no_hs,Married-civ-spouse,,White,Male,,0,40,0,High Income
46,some_college,Divorced,Exec-managerial,White,Female,Self-emp-not-inc,0,50,0,US
18,hs_grad,Never-married,Sales,Amer-Indian-Eskimo,Female,Private,0,20,0,US
57,some_college,Married-civ-spouse,Protective-serv,White,Male,Private,0,50,0,US
37,hs_grad,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,40,0,US
43,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
45,hs_grad,Never-married,Exec-managerial,Black,Female,Private,0,40,0,US
32,some_college,Divorced,Adm-clerical,White,Female,Private,0,40,0,US
38,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Federal-gov,0,40,0,US
25,assoc_prof,Never-married,Tech-support,White,Female,Private,-2001,30,0,US
70,some_college,Divorced,Farming-fishing,Asian-Pac-Islander,Male,Private,0,40,0,Lower Middle Income
40,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,50,1,US
40,hs_grad,Divorced,Craft-repair,White,Male,Self-emp-not-inc,0,40,0,US
20,hs_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
29,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,1,US
24,Assoc-voc,Never-married,Craft-repair,White,Male,Private,0,55,0,US
28,Assoc-voc,Never-married,Exec-managerial,Black,Female,Private,0,40,0,US
58,some_hs,Divorced,Transport-moving,Black,Male,Private,0,50,0,US
38,college_grad,Divorced,Adm-clerical,Asian-Pac-Islander,Female,Private,-213,40,0,Middle Income
59,some_college,Widowed,Farming-fishing,White,Female,Self-emp-not-inc,6849,40,0,US
18,some_hs,Never-married,Adm-clerical,White,Female,Private,0,15,0,US
40,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
39,masters,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,50,0,US
35,college_grad,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Private,-1887,50,1,
45,hs_grad,Married-spouse-absent,Craft-repair,White,Male,Private,0,72,0,High Income
62,college_grad,Divorced,,White,Male,,0,5,0,US
24,hs_grad,Never-married,Adm-clerical,Black,Female,State-gov,0,20,0,US
22,some_college,Never-married,Adm-clerical,Black,Male,Private,0,30,0,High Income
23,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,0,US
39,some_college,Separated,Craft-repair,White,Male,Self-emp-not-inc,0,60,1,US
28,Assoc-voc,Never-married,Tech-support,White,Female,Private,0,38,0,US
51,some_hs,Married-civ-spouse,Sales,White,Male,Private,4386,30,1,US
44,college_grad,Never-married,Adm-clerical,White,Female,Private,0,37,0,US
73,no_ms,Married-civ-spouse,,White,Male,,0,40,0,High Income
24,hs_grad,Married-civ-spouse,Farming-fishing,Black,Male,Private,0,35,0,US
24,some_hs,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
52,no_ms,Married-civ-spouse,Craft-repair,Other,Male,Private,0,50,0,High Income
43,hs_grad,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
67,some_hs,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,20,0,US
31,some_hs,Never-married,Handlers-cleaners,Black,Male,Private,0,40,0,
36,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,7688,50,1,US
43,assoc_prof,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
31,no_hs,Divorced,Handlers-cleaners,White,Male,Private,0,70,0,US
23,some_college,Never-married,Adm-clerical,Black,Male,Private,0,20,0,Lower Middle Income
26,college_grad,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
48,some_college,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,0,US
40,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,44,0,US
55,assoc_prof,Divorced,Prof-specialty,White,Female,Local-gov,0,39,0,US
49,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,45,1,US
34,college_grad,Never-married,Other-service,White,Female,Private,0,15,0,US
29,hs_grad,Never-married,Adm-clerical,Black,Female,Private,0,60,0,US
50,college_grad,Divorced,Adm-clerical,White,Female,Private,0,8,0,US
19,some_college,Never-married,Sales,White,Female,Private,0,9,0,US
63,doctorate,Married-civ-spouse,Exec-managerial,White,Male,State-gov,-1902,50,1,US
66,college_grad,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Private,0,30,0,Middle Income
65,some_college,Widowed,,Asian-Pac-Islander,Female,,0,6,0,US
60,Assoc-voc,Divorced,Other-service,White,Male,Private,0,20,0,US
60,hs_grad,Divorced,Other-service,White,Female,Private,0,38,0,US
19,hs_grad,Never-married,Tech-support,White,Male,Private,0,40,0,US
26,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,60,0,US
75,some_college,Married-civ-spouse,Craft-repair,Black,Male,Self-emp-not-inc,-1735,40,0,US
58,some_college,Widowed,Prof-specialty,White,Female,State-gov,0,20,0,US
18,some_college,Never-married,Exec-managerial,White,Female,Self-emp-not-inc,0,50,0,US
65,assoc_prof,Married-civ-spouse,Exec-managerial,White,Male,Private,3818,40,0,US
50,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,-1887,40,1,US
26,some_college,Never-married,Other-service,White,Male,Private,0,40,0,US
45,masters,Married-civ-spouse,Sales,White,Male,Federal-gov,0,50,1,US
19,some_college,Never-married,,White,Male,,0,40,0,US
29,hs_grad,Married-civ-spouse,Tech-support,White,Male,Federal-gov,0,40,1,US
52,some_college,Married-civ-spouse,Sales,White,Female,Private,0,52,1,High Income
23,college_grad,Never-married,Exec-managerial,White,Female,Private,0,40,0,US
21,hs_grad,Never-married,Other-service,White,Male,Private,0,40,0,US
48,hs_grad,Never-married,Exec-managerial,White,Female,Local-gov,0,40,0,US
59,masters,Married-civ-spouse,,White,Male,,0,35,1,US
50,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,1,US
41,college_grad,Never-married,Protective-serv,Black,Male,State-gov,-1590,40,0,High Income
32,hs_grad,Divorced,Sales,Black,Female,Private,0,30,0,US
40,hs_grad,Married-civ-spouse,Farming-fishing,Black,Male,Private,0,40,0,US
19,hs_grad,Never-married,Handlers-cleaners,White,Male,Private,0,30,0,US
30,no_hs,Married-civ-spouse,,White,Male,,0,40,0,High Income
42,hs_grad,Separated,Adm-clerical,White,Male,State-gov,0,39,0,US
23,college_grad,Never-married,Adm-clerical,White,Female,Private,0,50,0,US
37,hs_grad,Divorced,Farming-fishing,White,Male,Self-emp-not-inc,27828,40,1,US
21,some_hs,Never-married,Prof-specialty,White,Female,Private,0,24,0,US
28,college_grad,Married-civ-spouse,Tech-support,White,Male,Private,0,40,1,US
50,hs_grad,Married-civ-spouse,,Black,Male,,0,40,0,US
20,some_college,Never-married,Sales,White,Male,Private,0,25,0,US
21,some_hs,Never-married,Craft-repair,White,Male,Private,0,35,0,US
21,some_college,Never-married,Other-service,White,Male,Private,0,16,0,US
45,college_grad,Never-married,Prof-specialty,White,Male,Self-emp-not-inc,0,40,0,US
49,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-inc,0,40,0,US
53,some_college,Divorced,Sales,White,Male,Self-emp-inc,8614,50,1,High Income
41,hs_grad,Divorced,Machine-op-inspct,White,Male,Private,0,40,0,US
48,college_grad,Married-spouse-absent,Adm-clerical,Asian-Pac-Islander,Female,Local-gov,0,40,0,Middle Income
73,hs_grad,Widowed,,White,Female,,0,15,0,US
34,some_college,Separated,Exec-managerial,White,Female,Private,0,40,0,US
24,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
58,hs_grad,Never-married,Adm-clerical,White,Female,State-gov,0,16,0,US
41,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,50,1,US
53,no_ms,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,High Income
40,hs_grad,Married-civ-spouse,Craft-repair,Black,Male,Private,0,40,0,US
28,some_college,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,7298,40,1,US
32,some_college,Married-civ-spouse,Sales,White,Male,Private,-1740,47,0,US
44,some_college,Never-married,Exec-managerial,Black,Male,Self-emp-inc,2202,45,0,US
18,some_hs,Never-married,Other-service,White,Female,Private,0,40,0,US
